Index,Gender,Age,Age Group,Order Month,Status,Platform,Category,Size,Quantity,Amount,City,State,Type of Transaction
5067,Women,18,Youth,6,Delivered,Amazon,Set,XXL,1,450,Gurugram,Haryana,B2C
5068,Men,33,Young Adults,6,Returned,Amazon,Set,3XL,1,1268,Aligarh,Uttar pradesh,B2B
5069,Women,54,Senior,6,Delivered,Flipkart,Kurta,L,1,449,Visakhapatnam,Andhra pradesh,B2C
5070,Men,29,Young Adults,6,Delivered,Flipkart,Set,L,1,824,Siliguri,West bengal,B2C
5071,Men,21,Youth,6,Delivered,Flipkart,Set,L,1,519,Thane,Maharashtra,B2C
5072,Men,42,Middle Age Adult,6,Delivered,Amazon,Saree,Free,1,1149,Bengaluru,Karnataka,B2C
5073,Men,43,Middle Age Adult,6,Delivered,Flipkart,Western dress,M,1,735,Salem,Tamil nadu,B2C
5074,Women,63,Elderly,6,Delivered,Others,Kurta,S,1,533,Mumbai,Maharashtra,B2C
5075,Men,20,Youth,6,Delivered,Myntra,Set,M,1,999,Mohali,Punjab,B2C
5076,Men,33,Young Adults,6,Delivered,Amazon,Western dress,L,1,488,Bengaluru,Karnataka,B2C
5077,Men,33,Young Adults,6,Delivered,Flipkart,Set,L,1,832,Motihari,Bihar,B2C
5078,Women,31,Young Adults,6,Delivered,Amazon,Top,XS,1,693,"Vindhyanagar, singrauli",Madhya pradesh,B2C
5079,Women,19,Youth,6,Delivered,Nalli,Ethnic dress,XS,1,373,Panipat,Haryana,B2C
5080,Men,40,Middle Age Adult,6,Delivered,Others,Set,XS,1,599,Hyderabad,Telangana,B2C
5081,Women,48,Senior,6,Delivered,Meesho,Kurta,M,1,635,Vasai virar,Maharashtra,B2C
5082,Women,73,Elderly,6,Delivered,Myntra,Set,XL,1,703,Hyderabad,Telangana,B2C
5083,Men,78,Elderly,6,Refunded,Myntra,Western dress,XS,1,443,Saligao,Goa,B2C
5084,Women,48,Senior,6,Delivered,Myntra,Ethnic dress,L,1,373,New delhi,Delhi,B2C
5085,Women,27,Young Adults,6,Delivered,Amazon,Kurta,XXL,1,329,Mangaluru,Karnataka,B2C
5086,Women,31,Young Adults,6,Delivered,Amazon,Kurta,XL,1,725,Jhunjhunun,Rajasthan,B2C
5087,Men,29,Young Adults,6,Delivered,Nalli,Set,S,1,696,Guwahati,Assam,B2C
5088,Women,26,Young Adults,6,Returned,Myntra,Set,M,1,539,Bengaluru,Karnataka,B2C
5089,Women,46,Middle Age Adult,6,Delivered,Flipkart,Top,3XL,1,523,Mumbai,Maharashtra,B2C
5090,Men,32,Young Adults,6,Refunded,Amazon,Western dress,3XL,1,735,Bhopal,Madhya pradesh,B2C
5091,Men,23,Youth,6,Delivered,Flipkart,Set,M,1,979,Chandigarh,Chandigarh,B2C
5092,Women,48,Senior,6,Delivered,Meesho,Kurta,XXL,1,301,Chennai,Tamil nadu,B2C
5093,Men,36,Young Adults,6,Delivered,Flipkart,Set,M,1,696,Jabalpur,Madhya pradesh,B2C
5094,Women,34,Young Adults,6,Cancelled,Flipkart,Kurta,XL,1,499,Dhanbad,Jharkhand,B2C
5095,Women,28,Young Adults,6,Delivered,Others,Set,XXL,1,698,Tiruppur,Tamil nadu,B2C
5096,Women,19,Youth,6,Delivered,Amazon,Kurta,XXL,1,487,Bengaluru,Karnataka,B2C
5097,Women,75,Elderly,6,Delivered,Flipkart,Top,L,1,518,Faridkot,Punjab,B2C
5098,Women,24,Youth,6,Delivered,Ajio,Kurta,XL,1,449,Bangalore,Karnataka,B2C
5099,Men,55,Senior,6,Delivered,Myntra,Set,3XL,1,1099,Narsinghpur,Madhya pradesh,B2C
5100,Men,45,Middle Age Adult,6,Delivered,Flipkart,Saree,Free,1,566,Badlapur,Maharashtra,B2C
5101,Women,68,Elderly,6,Delivered,Amazon,Kurta,XXL,1,399,Nellore,Andhra pradesh,B2C
5102,Men,33,Young Adults,6,Delivered,Flipkart,Saree,Free,1,788,Garoth,Madhya pradesh,B2C
5103,Men,35,Young Adults,6,Delivered,Amazon,Set,XXL,1,1163,Indore,Madhya pradesh,B2C
5104,Women,36,Young Adults,6,Delivered,Myntra,Set,3XL,1,818,Kanpur,Uttar pradesh,B2C
5105,Women,18,Youth,6,Returned,Ajio,Kurta,M,1,549,Patna,Bihar,B2C
5106,Men,24,Youth,6,Returned,Meesho,Set,XXL,1,567,Kangra,Himachal pradesh,B2C
5107,Men,74,Elderly,6,Delivered,Ajio,Set,S,1,1299,Thiruvananthapuram,Kerala,B2C
5108,Women,30,Young Adults,6,Delivered,Amazon,Kurta,M,1,328,Coimbatore,Tamil nadu,B2C
5109,Women,76,Elderly,6,Delivered,Meesho,Kurta,M,1,811,Parlakhemundi,Odisha,B2C
5110,Women,73,Elderly,6,Delivered,Myntra,Top,L,1,499,Navi mumbai,Maharashtra,B2C
5111,Men,25,Youth,6,Delivered,Myntra,Set,XXL,1,654,Udaipur,Rajasthan,B2C
5112,Men,20,Youth,6,Delivered,Nalli,Set,L,1,848,Manakunnam,Kerala,B2C
5113,Men,32,Young Adults,6,Refunded,Amazon,Western dress,XXL,1,614,Pune,Maharashtra,B2C
5114,Men,71,Elderly,6,Delivered,Amazon,Saree,Free,1,589,Thiruvananthapuram,Kerala,B2C
5115,Men,24,Youth,6,Delivered,Amazon,Saree,Free,1,925,Curchorem,Goa,B2C
5116,Men,38,Middle Age Adult,6,Refunded,Flipkart,Western dress,S,1,735,Shillong,Meghalaya,B2C
5117,Women,38,Middle Age Adult,6,Delivered,Meesho,Kurta,XXL,1,517,Ernakulam,Kerala,B2C
5118,Women,45,Middle Age Adult,6,Delivered,Flipkart,Set,3XL,1,1186,Ghaziabad,Uttar pradesh,B2C
5119,Women,18,Youth,6,Delivered,Myntra,Kurta,3XL,1,635,Bengaluru,Karnataka,B2C
5120,Men,39,Middle Age Adult,6,Delivered,Flipkart,Set,M,1,759,Kalyan,Maharashtra,B2C
5121,Women,39,Middle Age Adult,6,Delivered,Amazon,Set,XXL,1,835,Dimapur,Nagaland,B2C
5122,Women,20,Youth,6,Delivered,Myntra,Kurta,L,1,452,Vrindavan,Uttar pradesh,B2C
5123,Women,45,Middle Age Adult,6,Delivered,Myntra,Kurta,XXL,1,399,Shimla,Himachal pradesh,B2C
5124,Women,47,Senior,6,Delivered,Amazon,Kurta,L,1,453,Dongargarh,Chhattisgarh,B2C
5125,Women,56,Elderly,6,Delivered,Myntra,Kurta,L,1,487,Mumbai,Maharashtra,B2C
5126,Men,59,Elderly,6,Delivered,Flipkart,Saree,Free,1,362,Mumbai,Maharashtra,B2C
5127,Women,26,Young Adults,6,Delivered,Myntra,Kurta,3XL,1,435,Bengaluru,Karnataka,B2C
5128,Women,37,Middle Age Adult,6,Refunded,Myntra,Ethnic dress,L,1,1249,Bhopal,Madhya pradesh,B2C
5129,Women,46,Middle Age Adult,6,Delivered,Amazon,Kurta,XS,1,725,Modinagar,Uttar pradesh,B2C
5130,Men,48,Senior,6,Delivered,Amazon,Western dress,M,1,1033,Gurugram,Haryana,B2C
5131,Men,43,Middle Age Adult,6,Returned,Flipkart,Set,L,1,899,Bela pratapgarh,Uttar pradesh,B2C
5132,Women,44,Middle Age Adult,6,Delivered,Amazon,Set,M,1,1126,Thane,Maharashtra,B2C
5133,Men,23,Youth,6,Delivered,Myntra,Western dress,XS,1,998,Garhmukteshwar,Uttar pradesh,B2C
5134,Men,57,Elderly,6,Delivered,Amazon,Saree,Free,1,357,Bengaluru,Karnataka,B2C
5135,Women,44,Middle Age Adult,6,Delivered,Meesho,Kurta,L,1,666,Saran,Bihar,B2C
5136,Men,33,Young Adults,6,Delivered,Amazon,Set,XL,1,786,Hyderabad,Telangana,B2C
5137,Women,42,Middle Age Adult,6,Delivered,Amazon,Kurta,L,1,399,Gurugram,Haryana,B2C
5138,Women,54,Senior,6,Delivered,Flipkart,Set,S,1,599,Mumbai,Maharashtra,B2C
5139,Women,68,Elderly,6,Delivered,Amazon,Set,3XL,1,846,Hyderabad,Telangana,B2C
5140,Women,63,Elderly,6,Delivered,Flipkart,Kurta,M,1,443,Ahmedabad,Gujarat,B2C
5141,Men,47,Senior,6,Delivered,Amazon,Set,XL,1,729,Kaimganj,Uttar pradesh,B2C
5142,Women,77,Elderly,6,Delivered,Flipkart,Set,3XL,1,545,Shillong,Meghalaya,B2C
5143,Men,21,Youth,6,Delivered,Flipkart,Set,L,1,666,Srinagar,Jammu & kashmir,B2C
5144,Women,27,Young Adults,6,Delivered,Flipkart,Set,S,1,1432,Bengaluru,Karnataka,B2C
5145,Women,20,Youth,6,Delivered,Amazon,Top,XXL,1,487,Mumbai,Maharashtra,B2C
5146,Men,26,Young Adults,6,Delivered,Myntra,Set,S,1,582,Srinagar,Jammu & kashmir,B2C
5147,Women,41,Middle Age Adult,6,Delivered,Amazon,Kurta,M,1,435,Bengaluru,Karnataka,B2C
5148,Women,36,Young Adults,6,Delivered,Myntra,Top,L,1,563,Navi mumbai,Maharashtra,B2C
5149,Men,39,Middle Age Adult,6,Refunded,Myntra,Western dress,L,1,725,Bengaluru,Karnataka,B2C
5150,Men,20,Youth,6,Cancelled,Nalli,Set,M,1,824,Hyderabad,Telangana,B2C
5151,Women,46,Middle Age Adult,6,Delivered,Ajio,Top,L,1,329,Mumbai,Maharashtra,B2C
5152,Men,27,Young Adults,6,Delivered,Amazon,Set,L,1,1299,Pune,Maharashtra,B2C
5153,Women,25,Youth,6,Delivered,Ajio,Kurta,S,1,301,Korba,Chhattisgarh,B2C
5154,Women,33,Young Adults,6,Delivered,Flipkart,Kurta,S,1,435,Mumbai,Maharashtra,B2C
5155,Women,33,Young Adults,6,Delivered,Flipkart,Set,3XL,1,771,Margao,Goa,B2C
5156,Men,49,Senior,6,Refunded,Myntra,Western dress,XS,1,725,Mattannur,Kerala,B2C
5157,Women,43,Middle Age Adult,6,Delivered,Flipkart,Set,XXL,1,1068,Bikaner,Rajasthan,B2C
5158,Women,56,Elderly,6,Delivered,Flipkart,Kurta,S,1,432,Navi mumbai,Maharashtra,B2C
5159,Women,39,Middle Age Adult,6,Delivered,Myntra,Kurta,L,1,549,Mangaluru,Karnataka,B2C
5160,Men,49,Senior,6,Delivered,Myntra,Western dress,XXL,1,828,Faridabad,Haryana,B2C
5161,Women,22,Youth,6,Delivered,Flipkart,Kurta,M,1,399,Miryalaguda,Telangana,B2C
5162,Women,21,Youth,6,Delivered,Amazon,Kurta,XL,1,688,Sehore,Madhya pradesh,B2C
5163,Women,29,Young Adults,6,Delivered,Amazon,Kurta,M,1,499,Hyderabad,Telangana,B2C
5164,Women,36,Young Adults,6,Delivered,Nalli,Kurta,XS,1,521,Basirhat,West bengal,B2C
5165,Men,35,Young Adults,6,Delivered,Myntra,Saree,Free,1,696,Budaun,Uttar pradesh,B2C
5166,Women,34,Young Adults,6,Delivered,Amazon,Set,L,1,808,Hyderabad,Telangana,B2C
5167,Women,23,Youth,6,Delivered,Myntra,Set,XS,1,799,Hamirpur,Himachal pradesh,B2C
5168,Men,35,Young Adults,6,Refunded,Meesho,Western dress,S,1,559,Lucknow,Uttar pradesh,B2C
5169,Women,26,Young Adults,6,Delivered,Flipkart,Set,3XL,1,1523,Agra,Uttar pradesh,B2C
5170,Women,42,Middle Age Adult,6,Delivered,Flipkart,Set,XL,1,995,Kolkata,West bengal,B2C
5171,Women,23,Youth,6,Delivered,Flipkart,Kurta,XL,1,301,Bengaluru,Karnataka,B2C
5172,Women,31,Young Adults,6,Delivered,Flipkart,Bottom,S,1,229,Kalyan,Maharashtra,B2C
5173,Women,77,Elderly,6,Delivered,Flipkart,Kurta,XS,1,359,Chennai,Tamil nadu,B2C
5174,Women,24,Youth,6,Delivered,Flipkart,Kurta,M,1,399,Pune,Maharashtra,B2C
5175,Men,57,Elderly,6,Delivered,Myntra,Western dress,L,1,807,Mumbai,Maharashtra,B2C
5176,Women,25,Youth,6,Delivered,Amazon,Kurta,L,1,319,New delhi,Delhi,B2C
5177,Men,49,Senior,6,Delivered,Myntra,Saree,Free,1,613,Chengannur,Kerala,B2C
5178,Men,42,Middle Age Adult,6,Delivered,Nalli,Western dress,L,1,771,Ahmedabad,Gujarat,B2C
5179,Women,20,Youth,6,Delivered,Ajio,Ethnic dress,M,1,373,New delhi,Delhi,B2C
5180,Women,33,Young Adults,6,Delivered,Myntra,Set,XXL,1,919,Anaparthy,Andhra pradesh,B2C
5181,Women,28,Young Adults,6,Delivered,Ajio,Set,XL,1,666,New delhi,Delhi,B2C
5182,Women,61,Elderly,6,Delivered,Flipkart,Kurta,XS,1,399,Guwahati,Assam,B2C
5183,Women,57,Elderly,6,Delivered,Flipkart,Kurta,L,1,387,Ernakulam,Kerala,B2C
5184,Women,38,Middle Age Adult,6,Delivered,Myntra,Kurta,L,1,533,Bicholim,Goa,B2C
5185,Women,36,Young Adults,6,Delivered,Ajio,Set,L,1,672,Noida,Uttar pradesh,B2B
5186,Men,33,Young Adults,6,Delivered,Flipkart,Western dress,XS,1,885,Thiruthuraipoondi,Tamil nadu,B2C
5187,Women,32,Young Adults,6,Delivered,Amazon,Set,L,1,680,New delhi,Delhi,B2C
5188,Women,75,Elderly,6,Delivered,Myntra,Kurta,XXL,1,301,Sambalpur,Odisha,B2C
5189,Women,75,Elderly,6,Delivered,Ajio,Set,M,1,999,Gurugram,Haryana,B2C
5190,Women,30,Young Adults,6,Delivered,Amazon,Set,3XL,1,988,New delhi,Delhi,B2C
5191,Men,29,Young Adults,6,Refunded,Myntra,Western dress,XXL,1,724,Gondal,Gujarat,B2C
5192,Women,53,Senior,6,Delivered,Amazon,Kurta,XXL,1,399,Bengaluru,Karnataka,B2C
5193,Women,42,Middle Age Adult,6,Delivered,Amazon,Kurta,M,1,603,Ahmedabad,Gujarat,B2C
5194,Men,62,Elderly,6,Delivered,Amazon,Set,3XL,1,988,Leh,Jammu & kashmir,B2C
5195,Men,58,Elderly,6,Refunded,Flipkart,Western dress,L,1,725,New delhi,Delhi,B2C
5196,Men,36,Young Adults,6,Delivered,Flipkart,Western dress,XXL,1,735,Mangaluru,Karnataka,B2C
5197,Men,47,Senior,6,Refunded,Amazon,Western dress,L,1,735,Puri,Odisha,B2C
5198,Women,40,Middle Age Adult,6,Returned,Myntra,Set,XXL,1,666,Gurugram,Haryana,B2C
5199,Women,63,Elderly,6,Delivered,Myntra,Set,3XL,1,450,Guwahati,Assam,B2C
5200,Men,44,Middle Age Adult,6,Delivered,Amazon,Set,L,1,680,Calangute,Goa,B2C
5201,Men,21,Youth,6,Refunded,Flipkart,Kurta,M,1,293,Sonipat,Haryana,B2C
5202,Men,23,Youth,6,Delivered,Amazon,Kurta,M,1,391,Tadong,Sikkim,B2C
5203,Women,28,Young Adults,6,Delivered,Amazon,Set,XL,1,680,New delhi,Delhi,B2C
5204,Women,76,Elderly,6,Delivered,Myntra,Set,XL,1,618,Mathigiri,Tamil nadu,B2C
5205,Men,33,Young Adults,6,Delivered,Amazon,Top,3XL,1,794,Hyderabad,Telangana,B2C
5206,Women,31,Young Adults,6,Delivered,Myntra,Set,L,1,1245,Butibori midc,Maharashtra,B2C
5207,Men,57,Elderly,6,Refunded,Myntra,Kurta,S,1,517,Anand,Gujarat,B2C
5208,Men,19,Youth,6,Delivered,Amazon,Kurta,3XL,1,517,Dibrugarh,Assam,B2C
5209,Men,46,Middle Age Adult,6,Delivered,Amazon,Kurta,XL,1,353,Bengaluru,Karnataka,B2C
5210,Women,72,Elderly,6,Delivered,Amazon,Set,L,1,1202,Belagavi,Karnataka,B2C
5211,Men,21,Youth,6,Returned,Amazon,Set,M,1,1149,Kaithal,Haryana,B2C
5212,Men,38,Middle Age Adult,6,Delivered,Flipkart,Western dress,XXL,1,807,Bhopal,Madhya pradesh,B2C
5213,Men,36,Young Adults,6,Delivered,Myntra,Kurta,M,1,499,New town,West bengal,B2C
5214,Men,37,Middle Age Adult,6,Delivered,Amazon,Western dress,L,1,735,Bengaluru,Karnataka,B2C
5215,Men,20,Youth,6,Delivered,Amazon,Kurta,S,1,459,Armur,Telangana,B2C
5216,Women,68,Elderly,6,Delivered,Myntra,Set,3XL,1,1111,New delhi,Delhi,B2C
5217,Women,36,Young Adults,6,Delivered,Amazon,Set,S,1,568,Katra,Jammu & kashmir,B2C
5218,Men,44,Middle Age Adult,6,Delivered,Amazon,Kurta,M,1,435,Kottayam,Kerala,B2C
5219,Women,20,Youth,6,Returned,Amazon,Set,XXL,1,543,Bengaluru,Karnataka,B2C
5220,Men,36,Young Adults,6,Delivered,Amazon,Top,XL,1,574,Lucknow,Uttar pradesh,B2C
5221,Women,50,Senior,6,Returned,Amazon,Kurta,L,1,432,Ongole,Andhra pradesh,B2C
5222,Women,27,Young Adults,6,Delivered,Nalli,Top,XL,1,487,Mapusa,Goa,B2C
5223,Men,58,Elderly,6,Delivered,Flipkart,Set,M,1,999,Ghaziabad,Uttar pradesh,B2C
5224,Men,20,Youth,6,Delivered,Amazon,Set,XL,1,591,Rewari,Haryana,B2C
5225,Women,19,Youth,6,Delivered,Amazon,Kurta,XL,1,499,Vijayawada,Andhra pradesh,B2C
5226,Men,24,Youth,6,Delivered,Myntra,Western dress,3XL,1,614,Lucknow,Uttar pradesh,B2C
5227,Women,23,Youth,6,Delivered,Myntra,Set,XL,1,799,Bhiwandi,Maharashtra,B2C
5228,Women,29,Young Adults,6,Delivered,Amazon,Kurta,XL,1,764,Navi mumbai,Maharashtra,B2C
5229,Women,48,Senior,6,Delivered,Myntra,Kurta,L,1,399,Gurugram,Haryana,B2C
5230,Men,54,Senior,6,Delivered,Myntra,Set,XL,1,635,Vasai virar,Maharashtra,B2C
5231,Women,30,Young Adults,6,Delivered,Amazon,Kurta,XXL,1,399,Lucknow,Uttar pradesh,B2C
5232,Men,38,Middle Age Adult,6,Delivered,Myntra,Set,XS,1,1115,Chennai,Tamil nadu,B2C
5233,Men,25,Youth,6,Delivered,Amazon,Western dress,XXL,1,885,Noida,Uttar pradesh,B2C
5234,Women,22,Youth,6,Delivered,Myntra,Set,XXL,1,1354,Nagpur,Maharashtra,B2C
5235,Men,22,Youth,6,Delivered,Myntra,Western dress,L,1,791,Panaji,Goa,B2C
5236,Women,28,Young Adults,6,Delivered,Nalli,Set,XXL,1,888,Kanchipuram,Tamil nadu,B2C
5237,Men,40,Middle Age Adult,6,Delivered,Amazon,Western dress,XL,1,1249,Bengaluru,Karnataka,B2C
5238,Women,39,Middle Age Adult,6,Delivered,Ajio,Set,M,1,763,Tirupati,Andhra pradesh,B2C
5239,Women,33,Young Adults,6,Refunded,Amazon,Kurta,L,1,365,Mumbai,Maharashtra,B2C
5240,Women,56,Elderly,6,Delivered,Amazon,Kurta,XL,1,542,Gwalior,Madhya pradesh,B2C
5241,Women,45,Middle Age Adult,6,Delivered,Myntra,Kurta,L,1,249,Chennai,Tamil nadu,B2C
5242,Men,26,Young Adults,6,Delivered,Myntra,Set,M,1,1163,Gurugram,Haryana,B2C
5243,Women,48,Senior,6,Delivered,Amazon,Kurta,L,1,459,Noida,Uttar pradesh,B2C
5244,Men,22,Youth,6,Delivered,Myntra,Set,L,1,824,Aroor,Kerala,B2C
5245,Women,18,Youth,6,Delivered,Flipkart,Kurta,M,1,499,Jaisalmer,Rajasthan,B2C
5246,Men,43,Middle Age Adult,6,Delivered,Amazon,Set,L,1,912,Kasaragod,Kerala,B2C
5247,Women,65,Elderly,6,Delivered,Flipkart,Kurta,XXL,1,387,Mapusa,Goa,B2C
5248,Men,38,Middle Age Adult,6,Returned,Ajio,Set,XL,1,1140,Hyderabad,Telangana,B2C
5249,Women,42,Middle Age Adult,6,Returned,Ajio,Set,M,1,539,New town,West bengal,B2C
5250,Men,78,Elderly,6,Cancelled,Flipkart,Set,S,1,698,Gorakhpur,Uttar pradesh,B2C
5251,Women,24,Youth,6,Cancelled,Amazon,Kurta,3XL,1,301,Ernakulam,Kerala,B2C
5252,Women,26,Young Adults,6,Delivered,Flipkart,Kurta,4XL,1,798,Kolkata,West bengal,B2C
5253,Men,47,Senior,6,Returned,Flipkart,Set,3XL,1,664,Raipur,Chhattisgarh,B2C
5254,Men,31,Young Adults,6,Delivered,Myntra,Western dress,XL,1,614,Chennai,Tamil nadu,B2C
5255,Women,48,Senior,6,Delivered,Flipkart,Set,XL,1,773,Bhiwandi,Maharashtra,B2C
5256,Men,38,Middle Age Adult,6,Delivered,Flipkart,Western dress,M,1,771,Bengaluru,Karnataka,B2C
5257,Women,23,Youth,6,Delivered,Amazon,Set,M,1,1099,Ahmednagar,Maharashtra,B2C
5258,Women,64,Elderly,6,Delivered,Flipkart,Kurta,XL,1,435,Mumbai,Maharashtra,B2C
5259,Women,26,Young Adults,6,Delivered,Myntra,Kurta,L,1,379,Rajahmundry,Andhra pradesh,B2C
5260,Men,50,Senior,6,Delivered,Flipkart,Set,L,1,521,Jaipur,Rajasthan,B2C
5261,Men,18,Youth,6,Delivered,Ajio,Set,S,1,788,Guwahati,Assam,B2C
5262,Women,36,Young Adults,6,Delivered,Amazon,Set,XL,1,521,Vijayawada,Andhra pradesh,B2C
5263,Men,20,Youth,6,Delivered,Amazon,Set,XS,1,909,Mandi,Himachal pradesh,B2C
5264,Women,54,Senior,6,Delivered,Myntra,Kurta,3XL,1,754,Ghaziabad,Uttar pradesh,B2C
5265,Women,30,Young Adults,6,Delivered,Flipkart,Set,L,1,824,New delhi,Delhi,B2C
5266,Women,39,Middle Age Adult,6,Delivered,Flipkart,Kurta,XXL,1,435,Bengaluru,Karnataka,B2C
5267,Women,31,Young Adults,6,Cancelled,Flipkart,Kurta,M,1,292,Hyderabad,Telangana,B2C
5268,Women,29,Young Adults,6,Delivered,Nalli,Kurta,XL,1,495,Chapra,Bihar,B2C
5269,Women,31,Young Adults,6,Delivered,Amazon,Kurta,M,1,387,Vellore,Tamil nadu,B2C
5270,Women,47,Senior,6,Delivered,Myntra,Set,XXL,1,1271,Jaypee nagar,Madhya pradesh,B2C
5271,Men,28,Young Adults,6,Delivered,Amazon,Set,M,1,573,Gautam buddha nagar,Uttar pradesh,B2C
5272,Men,24,Youth,6,Delivered,Amazon,Set,S,1,845,Paonta sahib,Himachal pradesh,B2C
5273,Women,49,Senior,6,Returned,Nalli,Kurta,L,1,453,Kolkata,West bengal,B2C
5274,Women,26,Young Adults,6,Delivered,Myntra,Kurta,3XL,1,487,Jaipur,Rajasthan,B2C
5275,Women,32,Young Adults,6,Delivered,Myntra,Kurta,XXL,1,376,Paravur,Kerala,B2C
5276,Women,22,Youth,6,Delivered,Flipkart,Set,S,1,1125,Bhubaneswar,Odisha,B2C
5277,Women,48,Senior,6,Delivered,Amazon,Top,XL,1,665,Kesinga,Odisha,B2C
5278,Women,31,Young Adults,6,Delivered,Amazon,Set,M,1,641,Phusro,Jharkhand,B2C
5279,Men,36,Young Adults,6,Delivered,Myntra,Set,M,1,788,Pune,Maharashtra,B2C
5280,Women,40,Middle Age Adult,6,Delivered,Others,Kurta,XXL,1,635,Dharmsala,Himachal pradesh,B2C
5281,Women,40,Middle Age Adult,6,Delivered,Meesho,Kurta,XL,1,469,Chennai,Tamil nadu,B2C
5282,Women,29,Young Adults,6,Delivered,Meesho,Kurta,L,1,399,Thane,Maharashtra,B2C
5283,Women,39,Middle Age Adult,6,Delivered,Flipkart,Set,3XL,1,1186,Bengaluru,Karnataka,B2C
5284,Women,35,Young Adults,6,Delivered,Myntra,Set,S,1,950,Bhiwani,Haryana,B2C
5285,Women,73,Elderly,6,Cancelled,Flipkart,Kurta,XXL,1,399,Kaladhungi,Uttarakhand,B2C
5286,Women,28,Young Adults,6,Cancelled,Amazon,Kurta,XL,1,333,Dombivli,Maharashtra,B2C
5287,Women,58,Elderly,6,Delivered,Myntra,Set,XL,1,968,Gurgaon,Haryana,B2C
5288,Women,43,Middle Age Adult,6,Delivered,Ajio,Set,M,1,568,Kashipur,Uttarakhand,B2C
5289,Men,53,Senior,6,Delivered,Others,Set,XS,1,573,Dimapur,Nagaland,B2C
5290,Women,33,Young Adults,6,Delivered,Others,Kurta,5XL,1,426,Lucknow,Uttar pradesh,B2C
5291,Women,33,Young Adults,6,Delivered,Amazon,Top,XS,1,665,Kolkata,West bengal,B2C
5292,Women,43,Middle Age Adult,6,Delivered,Others,Top,M,1,493,Gonikoppal,Karnataka,B2C
5293,Women,39,Middle Age Adult,6,Delivered,Amazon,Kurta,XL,1,301,Secunderabad,Telangana,B2C
5294,Women,37,Middle Age Adult,6,Cancelled,Myntra,Top,XXL,1,387,Mumbai,Maharashtra,B2C
5295,Men,74,Elderly,6,Delivered,Amazon,Western dress,S,1,842,Bengaluru,Karnataka,B2C
5296,Men,26,Young Adults,6,Delivered,Flipkart,Western dress,XS,1,1033,Pune,Maharashtra,B2C
5297,Women,40,Middle Age Adult,6,Returned,Amazon,Top,XXL,1,522,Mohali,Punjab,B2C
5298,Women,55,Senior,6,Delivered,Amazon,Kurta,5XL,1,452,Guntur,Andhra pradesh,B2C
5299,Women,57,Elderly,6,Delivered,Others,Kurta,XXL,1,292,Patna,Bihar,B2C
5300,Women,41,Middle Age Adult,6,Delivered,Amazon,Kurta,L,1,362,Nagamalaipudukottai,Tamil nadu,B2C
5301,Women,21,Youth,6,Delivered,Myntra,Top,L,1,550,New delhi,Delhi,B2C
5302,Men,38,Middle Age Adult,6,Delivered,Flipkart,Set,3XL,1,1166,Bharuch,Gujarat,B2C
5303,Women,66,Elderly,6,Delivered,Flipkart,Set,M,1,1364,Proddatur,Andhra pradesh,B2C
5304,Women,31,Young Adults,6,Delivered,Myntra,Kurta,XS,1,292,Patna,Bihar,B2C
5305,Women,26,Young Adults,6,Delivered,Flipkart,Set,L,1,507,Etawah,Uttar pradesh,B2C
5306,Women,38,Middle Age Adult,6,Delivered,Flipkart,Top,S,1,522,Chennai,Tamil nadu,B2C
5307,Women,19,Youth,6,Delivered,Amazon,Kurta,L,1,487,Thane,Maharashtra,B2C
5308,Women,78,Elderly,6,Delivered,Flipkart,Kurta,XS,1,517,Chennai,Tamil nadu,B2C
5309,Men,33,Young Adults,6,Delivered,Amazon,Western dress,XL,1,771,Kolhapur,Maharashtra,B2C
5310,Women,24,Youth,6,Delivered,Myntra,Kurta,XL,1,301,New delhi,Delhi,B2C
5311,Women,46,Middle Age Adult,6,Delivered,Ajio,Kurta,XXL,1,486,Chimur,Maharashtra,B2C
5312,Women,45,Middle Age Adult,6,Delivered,Myntra,Kurta,3XL,1,474,Bengaluru,Karnataka,B2C
5313,Men,73,Elderly,6,Delivered,Amazon,Set,M,1,1432,New delhi,Delhi,B2C
5314,Women,40,Middle Age Adult,6,Delivered,Amazon,Set,S,1,1186,Kanpur,Uttar pradesh,B2C
5315,Women,43,Middle Age Adult,6,Delivered,Amazon,Kurta,S,1,735,Rudrapur,Uttar pradesh,B2C
5316,Women,28,Young Adults,6,Delivered,Nalli,Kurta,XL,1,487,Kozhikode,Kerala,B2C
5317,Men,38,Middle Age Adult,6,Delivered,Flipkart,Western dress,XL,1,885,Mumbai,Maharashtra,B2C
5318,Men,66,Elderly,6,Delivered,Flipkart,Set,M,1,759,Bhubaneswar,Odisha,B2C
5319,Women,41,Middle Age Adult,6,Delivered,Myntra,Set,S,1,599,Hyderabad,Telangana,B2C
5320,Women,35,Young Adults,6,Returned,Myntra,Kurta,M,1,486,Katra,Jammu & kashmir,B2C
5321,Men,45,Middle Age Adult,6,Delivered,Amazon,Set,XS,1,1593,Kanjoor,Kerala,B2C
5322,Men,37,Middle Age Adult,6,Delivered,Amazon,Set,XXL,1,612,Shrirampur,Maharashtra,B2C
5323,Men,41,Middle Age Adult,6,Delivered,Amazon,Set,M,1,799,Chennai,Tamil nadu,B2C
5324,Women,27,Young Adults,6,Delivered,Amazon,Kurta,L,1,399,Dharmsala,Himachal pradesh,B2C
